timestamp,gpu_0_power_w,total_power_w
1769562140.919264,202.083,202.083
1769562141.440127,200.26,200.26
1769562141.9407637,196.369,196.369
1769562142.4661493,199.097,199.097
1769562142.968649,193.291,193.291
1769562143.47037,196.829,196.829
1769562144.01342,196.496,196.496
1769562144.5354517,196.476,196.476
1769562145.0651078,203.987,203.987
1769562145.588476,197.581,197.581
1769562146.136192,196.123,196.123
1769562146.6618454,199.004,199.004
1769562147.1870558,197.593,197.593
1769562147.723848,198.631,198.631
1769562148.224464,194.93,194.93
1769562148.748343,192.847,192.847
1769562149.2720957,198.028,198.028
1769562149.772697,196.138,196.138
1769562150.2919447,191.405,191.405
1769562150.8149364,195.744,195.744
1769562151.3451993,196.225,196.225
1769562151.8850994,196.572,196.572
1769562152.411901,197.893,197.893
1769562152.9234633,203.609,203.609
